epoch,accuracy,loss,val_accuracy,val_loss
0,0.5879999995231628,0.6786145567893982,0.59394770860672,0.6724562644958496
1,0.602571427822113,0.671324610710144,0.5942228436470032,0.6673963069915771
2,0.6088571548461914,0.6684910655021667,0.59394770860672,0.6681768298149109
3,0.6217142939567566,0.6632049679756165,0.5969738364219666,0.6606004238128662
